,0,1
371,3871.5,4510.0
372,4978.0,5542.0
373,6036.5,6759.0
374,5033.0,5929.0
375,3347.0,2816.0
376,4174.5,3748.0
377,4487.5,4118.0
378,2253.5,1965.0
379,4468.0,4253.0
380,545.5,378.0
381,5185.0,6026.0
382,-503.5,509.0
383,4967.5,5103.0
384,5076.5,4990.0
385,2116.5,2740.0
386,4699.0,5231.0
387,5735.5,6202.0
388,4898.5,3969.0
389,3097.5,3293.0
390,888.0,429.0
391,1211.5,413.0
392,3871.5,4184.0
393,4669.5,4261.0
394,2336.5,2830.0
395,3491.0,3036.0
396,3689.5,3020.0
397,3647.5,3670.0
398,4487.5,4206.0
399,355.0,1371.0
400,1219.5,645.0
401,-114.0,332.0
402,1760.5,3949.0
403,4627.5,4871.0
404,2233.0,4103.0
405,3240.5,3325.0
406,5763.5,5775.0
407,3343.5,3644.0
408,4248.0,4246.0
409,621.0,424.0
410,4828.0,4781.0
411,772.5,349.0
412,5763.5,5259.0
413,3834.5,4393.0
414,621.0,268.0
415,4174.5,3660.0
416,4283.5,4730.0
417,4165.5,5843.0
418,3842.5,3724.0
419,3902.5,3654.0
420,5734.5,5065.0
421,4899.0,5594.0
422,5349.5,6047.0
423,617.5,1985.0
424,4248.0,4201.0
425,2442.5,2676.0
426,5734.5,6478.0
427,3198.5,2686.0
428,4978.0,4943.0
429,1190.5,555.0
430,3672.5,1456.0
431,1623.5,919.0
432,4466.0,5779.0
433,5118.5,5152.0
434,3647.5,3526.0
435,621.0,257.0
436,5320.5,5672.0
437,3902.5,3516.0
438,3842.5,4406.0
439,2233.0,2905.0
440,2554.5,1544.0
441,4696.0,4930.0
442,2116.5,2851.0
443,2473.5,2277.0
444,1821.5,2058.0
445,1080.0,772.0
446,5039.0,5810.0
447,957.5,733.0
448,3240.5,3427.0
449,5292.0,4151.0
450,5734.5,6533.0
451,3261.0,761.0
452,3623.0,3828.0
453,5113.5,5917.0
454,5047.5,5382.0
455,4547.0,4585.0
456,1822.5,1075.0
457,4747.5,4405.0
458,4899.0,5056.0
459,5076.5,4723.0
460,-56.5,1406.0
461,5611.5,6111.0
462,5592.5,5871.0
463,1211.5,694.0
464,2116.5,2827.0
465,5349.5,5499.0
466,3261.0,912.0
467,4699.0,3460.0
468,2253.5,1647.0
469,2116.5,2947.0
470,2473.5,2007.0
471,772.5,385.0
472,772.5,306.0
473,5155.5,7130.0
474,6036.5,6286.0
475,-503.5,678.0
476,4898.5,4461.0
477,5033.0,6651.0
478,2116.5,2994.0
479,4034.5,4335.0
480,2442.5,3658.0
481,4870.0,4684.0
482,4034.5,4418.0
483,5735.5,6124.0
484,4537.0,973.0
485,5198.0,4525.0
486,5076.5,4912.0
487,737.5,779.0
488,1821.5,2453.0
489,4667.5,5646.0
490,4898.5,3972.0
491,1742.0,1151.0
492,679.5,409.0
493,750.5,356.0
494,4747.5,4290.0
495,3842.5,4084.0
496,355.0,1340.0
497,3422.5,3849.0
498,2726.0,2318.0
499,2458.5,2938.0
500,1821.5,1994.0
501,5155.5,5724.0
502,621.0,280.0
503,3755.0,3948.0
504,2488.0,2920.0
505,6036.5,6421.0
506,4548.5,4551.0
507,2404.5,3231.0
508,4320.0,1812.0
509,4887.5,6094.0
510,3347.0,2920.0
511,4738.0,5407.0
512,2416.5,2731.0
513,4548.5,4354.0
514,4487.5,4111.0
515,6107.5,6495.0
516,2625.5,2621.0
517,3240.5,2930.0
518,4537.0,5110.0
519,4831.5,4607.0
520,4485.0,4428.0
521,4738.0,5239.0
522,4073.5,4319.0
523,4978.0,5156.0
524,4967.5,4906.0
525,1864.5,1194.0
526,4590.5,3562.0
527,765.5,314.0
528,957.5,782.0
529,-167.0,320.0
530,5039.0,3305.0
531,3422.5,3250.0
532,2442.5,2780.0
533,545.5,563.0
534,3689.5,3249.0
535,2473.5,2147.0
536,679.5,335.0
537,765.5,302.0
538,1080.0,923.0
539,-359.0,947.0
540,5763.5,5508.0
541,1623.5,745.0
542,379.0,338.0
543,4898.5,4268.0
544,4699.0,5232.0
545,4870.0,4784.0
546,5185.0,6880.0
547,2488.0,2008.0
548,-92.0,485.0
549,3567.0,3467.0
550,5634.5,5794.0
551,599.0,371.0
552,4887.5,4927.0
553,2253.5,1491.0
554,5047.5,4975.0
555,701.5,289.0
556,-503.5,634.0
557,743.5,507.0
558,3198.5,3163.0
559,3068.5,3124.0
560,6036.5,6443.0
561,765.5,306.0
562,5198.0,5303.0
563,5391.5,5941.0
564,4283.5,4683.0
565,5592.5,5681.0
566,4174.5,3136.0
567,1760.5,2316.0
568,5009.5,5995.0
569,5118.5,4295.0
570,2336.5,2974.0
571,3647.5,3494.0
572,4699.0,4956.0
573,4828.0,4964.0
574,5634.5,5695.0
575,5349.5,5386.0
576,1029.0,2076.0
577,5292.0,5519.0
578,3834.5,2677.0
579,1821.5,2211.0
580,4034.5,4161.0
581,2458.5,2449.0
582,5611.5,5936.0
583,1029.0,2191.0
584,3068.5,3023.0
585,6078.5,6686.0
586,3198.5,3030.0
587,5242.5,4537.0
588,2442.5,2335.0
589,5512.0,5875.0
590,2726.0,2245.0
591,2554.5,2349.0
592,4619.5,4672.0
593,5033.0,6541.0
594,4547.0,3936.0
595,4320.0,2330.0
596,617.5,2973.0
597,4669.5,4739.0
598,4696.0,5651.0
599,1760.5,3002.0
600,355.0,1097.0
601,3422.5,3642.0
602,3908.5,1127.0
603,5735.5,6376.0
604,244.5,339.0
605,1993.5,3243.0
606,5047.5,4562.0
607,4508.0,5269.0
608,4548.5,4665.0
609,772.5,371.0
610,4667.5,5742.0
611,-167.0,365.0
612,2473.5,1786.0
613,244.5,352.0
614,4978.0,3928.0
615,401.0,425.0
616,5349.5,5564.0
617,1623.5,919.0
618,721.5,398.0
619,4831.5,3667.0
620,5009.5,5423.0
621,5089.5,5033.0
622,772.5,321.0
623,3117.5,2534.0
624,4590.5,4500.0
625,1760.5,2485.0
626,6078.5,6325.0
627,3240.5,3306.0
628,4799.0,4564.0
629,4034.5,4975.0
630,3198.5,3083.0
631,1893.5,1833.0
632,3097.5,2929.0
633,888.0,330.0
634,4165.5,5527.0
635,1893.5,1883.0
636,5047.5,4968.0
637,5155.5,6601.0
638,4466.0,4551.0
639,4395.5,5190.0
640,2897.5,2611.0
641,5955.5,6605.0
642,4527.5,4245.0
643,1893.5,2171.0
644,3068.5,2497.0
645,4747.5,4473.0
646,1211.5,487.0
647,5089.5,5198.0
648,4468.0,4352.0
649,2488.0,2715.0
650,3623.0,3959.0
651,3026.5,2655.0
652,4485.0,4599.0
653,3567.0,3175.0
654,3026.5,2532.0
655,1893.5,1739.0
656,4669.5,4794.0
657,244.5,708.0
658,3842.5,4444.0
659,5692.5,6479.0
660,621.0,317.0
661,3491.0,2802.0
662,4254.5,5023.0
663,617.5,1058.0
664,2416.5,2526.0
665,3261.0,900.0
666,3623.0,3961.0
667,5089.5,5061.0
668,6107.5,4251.0
669,3672.5,843.0
670,888.0,503.0
671,5185.0,6503.0
672,1760.5,2609.0
673,2596.0,2261.0
674,4548.5,4593.0
675,4508.0,5939.0
676,-114.0,366.0
677,5763.5,5307.0
678,2404.5,3005.0
679,5391.5,5327.0
680,5692.5,6540.0
681,3422.5,3523.0
682,4619.5,4982.0
683,846.0,549.0
684,679.5,384.0
685,4615.5,5131.0
686,3269.5,3395.0
687,617.5,1031.0
688,5148.0,5113.0
689,2253.5,1399.0
690,1893.5,2314.0
691,679.5,373.0
692,3842.5,4342.0
693,1349.5,2350.0
694,5734.5,5996.0
695,721.5,372.0
696,3068.5,2929.0
697,957.5,862.0
698,4887.5,5702.0
699,4619.5,4563.0
700,-359.0,966.0
701,5955.5,6471.0
702,244.5,388.0
703,4899.0,5050.0
704,3068.5,2497.0
705,2233.0,2646.0
706,846.0,460.0
707,2458.5,2935.0
708,737.5,846.0
709,4996.5,4913.0
710,1211.5,552.0
711,4627.5,3533.0
712,5592.5,6070.0
713,5155.5,5868.0
714,5391.5,5937.0
715,4813.0,677.0
716,5148.0,4665.0
717,4699.0,4540.0
718,4468.0,3673.0
719,2854.0,3334.0
720,2625.5,2451.0
721,3269.5,2890.0
722,1864.5,1524.0
723,5735.5,6414.0
724,2253.5,1520.0
725,-503.5,627.0
726,3097.5,2611.0
727,5198.0,4646.0
728,4667.5,6299.0
729,4283.5,4229.0
730,1148.5,659.0
731,4898.5,4974.0
732,4320.0,2055.0
733,4385.5,3657.0
734,5278.5,5278.0
735,621.0,249.0
736,4174.5,3113.0
737,1893.5,1300.0
738,750.5,355.0
739,2488.0,2370.0
740,1742.0,1430.0
741,4776.5,4818.0
742,2488.0,2841.0
743,4468.0,4472.0
744,1349.5,1647.0
745,917.5,455.0
746,4967.5,5599.0
747,3198.5,3257.0
748,-92.0,507.0
749,5047.5,4970.0
750,3842.5,4511.0
751,2854.0,3590.0
752,5185.0,6231.0
753,4468.0,4439.0
754,4395.5,1122.0
755,1893.5,2272.0
756,4699.0,4955.0
757,52.5,957.0
758,5076.5,4983.0
759,4813.0,1011.0
760,5118.5,5184.0
761,4527.5,4365.0
762,1211.5,508.0
763,5039.0,5235.0
764,4899.0,5205.0
765,4899.0,4969.0
766,2116.5,2817.0
767,1864.5,1525.0
768,621.0,278.0
769,4870.0,4620.0
770,5185.0,6651.0
771,5039.0,5265.0
772,4073.5,4661.0
773,3902.5,2661.0
774,4738.0,5239.0
775,52.5,714.0
776,5155.5,6469.0
777,-114.0,268.0
778,52.5,1273.0
779,957.5,877.0
780,3026.5,2420.0
781,4996.5,4487.0
782,5119.0,5469.0
783,2253.5,1823.0
784,4799.0,4143.0
785,1038.0,905.0
786,3261.0,962.0
787,3261.0,1510.0
788,1211.5,494.0
789,3240.5,2461.0
790,4870.0,4649.0
791,4799.0,4438.0
792,1821.5,2941.0
793,5320.5,4874.0
794,4899.0,5221.0
795,-503.5,574.0
796,4174.5,3446.0
797,-167.0,277.0
798,3097.5,2913.0
799,-503.5,911.0
800,4174.5,2806.0
801,3672.5,1188.0
802,1760.5,3608.0
803,2946.0,2506.0
804,5955.5,5133.0
805,5113.5,5656.0
806,4776.5,4341.0
807,1211.5,463.0
808,1211.5,532.0
809,1349.5,2523.0
810,4174.5,3124.0
811,4468.0,4410.0
812,5113.5,6295.0
813,1219.5,743.0
814,4537.0,5276.0
815,5320.5,4517.0
816,1219.5,643.0
817,-359.0,671.0
818,743.5,442.0
819,-56.5,1324.0
820,772.5,311.0
821,-56.5,1392.0
822,2253.5,1723.0
823,2404.5,2907.0
824,2897.5,2696.0
825,4034.5,4621.0
826,5033.0,2334.0
827,-359.0,787.0
828,1821.5,3170.0
829,743.5,279.0
830,4547.0,4473.0
831,4619.5,4377.0
832,3902.5,3770.0
833,3719.0,3204.0
834,2233.0,3226.0
835,2442.5,1261.0
836,5047.5,4991.0
837,4627.5,4379.0
838,4327.0,4323.0
839,2854.0,2638.0
840,4174.5,2533.0
841,3240.5,3239.0
842,5033.0,6239.0
843,3491.0,2855.0
844,5611.5,6262.0
845,2488.0,2695.0
846,772.5,319.0
847,4996.5,4849.0
848,737.5,900.0
849,1742.0,1167.0
850,4813.0,5158.0
851,3834.5,4514.0
852,2416.5,2698.0
853,636.5,1092.0
854,3719.0,3864.0
855,4627.5,4295.0
856,1080.0,877.0
857,4485.0,4535.0
858,4466.0,5351.0
859,-92.0,667.0
860,6078.5,6669.0
861,772.5,306.0
862,2596.0,3500.0
863,1038.0,934.0
864,5734.5,5403.0
865,3689.5,3733.0
866,3902.5,3476.0
867,5009.5,6211.0
868,5735.5,6235.0
869,3762.5,1970.0
870,1109.5,847.0
871,3689.5,3600.0
872,-56.5,1208.0
873,4978.0,5196.0
874,4165.5,5783.0
875,1080.0,900.0
876,4537.0,5471.0
877,1029.0,2239.0
878,2416.5,2791.0
879,5242.5,4788.0
880,3623.0,3856.0
881,679.5,396.0
882,1038.0,898.0
883,2946.0,1589.0
884,917.5,474.0
885,-114.0,389.0
886,5155.5,6833.0
887,4485.0,3779.0
888,5391.5,6190.0
889,4547.0,4127.0
890,3689.5,2190.0
891,2416.5,3025.0
892,3834.5,4236.0
893,846.0,294.0
894,2404.5,3337.0
895,4385.5,5905.0
896,3343.5,3093.0
897,1623.5,704.0
898,2442.5,2089.0
899,4387.5,4591.0
900,6107.5,6185.0
901,3097.5,3310.0
902,4387.5,4345.0
903,1109.5,760.0
904,4669.5,4703.0
905,2442.5,2693.0
906,5118.5,5248.0
907,2488.0,2824.0
908,743.5,284.0
909,1349.5,1735.0
910,4899.0,4801.0
911,2404.5,2777.0
912,621.0,233.0
913,4034.5,4198.0
914,1038.0,910.0
915,2897.5,2726.0
916,1760.5,2709.0
917,4627.5,4784.0
918,1211.5,459.0
919,-525.5,302.0
920,4813.0,5325.0
921,5118.5,5201.0
922,2336.5,2613.0
923,5009.5,5332.0
924,4073.5,4753.0
925,4667.5,5825.0
926,2416.5,2986.0
927,4073.5,4503.0
928,3026.5,3385.0
929,379.0,163.0
930,3689.5,3302.0
931,4996.5,5312.0
932,4466.0,5971.0
933,4738.0,5387.0
934,5242.5,4837.0
935,2554.5,1412.0
936,2458.5,2607.0
937,1760.5,2441.0
938,-114.0,368.0
939,2458.5,3040.0
940,1038.0,793.0
941,1349.5,1682.0
942,2233.0,2932.0
943,3902.5,3771.0
944,2233.0,2927.0
945,2253.5,1798.0
946,3908.5,1149.0
947,3567.0,3389.0
948,1029.0,1727.0
949,4590.5,4734.0
950,5734.5,6125.0
951,3871.5,4267.0
952,6078.5,6957.0
953,1864.5,1130.0
954,2336.5,2801.0
955,4073.5,4813.0
956,-167.0,380.0
957,4978.0,4727.0
958,4034.5,4682.0
959,5047.5,4997.0
960,1742.0,1409.0
961,5734.5,6048.0
962,5292.0,5668.0
963,2726.0,2147.0
964,6107.5,5753.0
965,4615.5,4763.0
966,-92.0,627.0
967,5185.0,6181.0
968,-114.0,642.0
969,4669.5,5022.0
970,3689.5,3649.0
971,1349.5,2472.0
972,5155.5,6490.0
973,3842.5,4139.0
974,6107.5,6525.0
975,737.5,880.0
976,1760.5,2940.0
977,244.5,467.0
978,4627.5,4653.0
979,3261.0,768.0
980,5155.5,4199.0
981,3623.0,3914.0
982,5735.5,6309.0
983,5242.5,4735.0
984,3026.5,2056.0
985,4537.0,2137.0
986,4174.5,2051.0
987,599.0,389.0
988,621.0,253.0
989,2233.0,3192.0
990,379.0,343.0
991,3422.5,3997.0
992,1219.5,605.0
993,617.5,1335.0
994,3762.5,1636.0
995,-114.0,462.0
996,599.0,340.0
997,1822.5,1029.0
998,3117.5,2867.0
999,401.0,292.0
1000,4487.5,3692.0
1001,6107.5,6497.0
1002,4468.0,4489.0
1003,1623.5,950.0
1004,5634.5,5963.0
1005,4831.5,4193.0
1006,52.5,741.0
1007,4619.5,4792.0
1008,750.5,309.0
1009,-92.0,670.0
1010,721.5,360.0
1011,4395.5,2880.0
1012,244.5,440.0
1013,4978.0,4821.0
1014,3240.5,3251.0
1015,1993.5,2217.0
1016,5039.0,5690.0
1017,721.5,396.0
1018,743.5,257.0
1019,5664.0,5914.0
1020,3261.0,709.0
1021,3343.5,4497.0
1022,4073.5,3852.0
1023,2416.5,2651.0
1024,5242.5,4459.0
1025,621.0,293.0
1026,765.5,392.0
1027,3902.5,3464.0
1028,2726.0,2072.0
1029,1219.5,648.0
1030,4799.0,4296.0
1031,1742.0,1239.0
1032,3719.0,3960.0
1033,3567.0,3481.0
1034,621.0,253.0
1035,545.5,267.0
1036,3755.0,4232.0
1037,4254.5,4596.0
1038,3871.5,4384.0
1039,1742.0,1185.0
1040,4165.5,6055.0
1041,957.5,741.0
1042,846.0,384.0
1043,4767.5,4975.0
1044,4034.5,4595.0
1045,5148.0,4975.0
1046,4387.5,4883.0
1047,4254.5,4397.0
1048,4590.5,4885.0
1049,3491.0,2613.0
1050,1068.0,490.0
1051,5009.5,6222.0
1052,1623.5,741.0
1053,5148.0,5407.0
1054,4627.5,5055.0
1055,3117.5,2494.0
1056,621.0,244.0
1057,4899.0,4820.0
1058,3871.5,4734.0
1059,3623.0,4114.0
1060,3117.5,2593.0
1061,1822.5,1049.0
1062,1038.0,971.0
1063,2458.5,2639.0
1064,4548.5,4243.0
1065,-525.5,368.0
1066,3240.5,2721.0
1067,4747.5,4705.0
1068,4320.0,2555.0
1069,3269.5,3195.0
1070,3871.5,4268.0
1071,6036.5,5541.0
1072,5592.5,4941.0
1073,765.5,317.0
1074,4508.0,5518.0
1075,4627.5,4858.0
1076,617.5,1001.0
1077,5076.5,5398.0
1078,4485.0,4779.0
1079,679.5,367.0
1080,5089.5,5205.0
1081,2726.0,2058.0
1082,1821.5,2571.0
1083,2625.5,2961.0
1084,917.5,375.0
1085,765.5,497.0
1086,4978.0,4882.0
1087,5033.0,6721.0
1088,3026.5,2533.0
1089,2404.5,3091.0
1090,721.5,387.0
1091,5119.0,4544.0
1092,5278.5,4935.0
1093,5692.5,6087.0
1094,765.5,242.0
1095,679.5,308.0
1096,3834.5,4065.0
1097,4466.0,5795.0
1098,2116.5,2846.0
1099,1760.5,2552.0
1100,848.0,621.0
1101,4667.5,6126.0
1102,3117.5,2877.0
1103,4767.5,5363.0
1104,4320.0,2416.0
1105,737.5,842.0
1106,3198.5,2769.0
1107,1993.5,2866.0
1108,5198.0,5785.0
1109,5148.0,4622.0
1110,-56.5,1721.0
1111,2554.5,2240.0
1112,1349.5,2041.0
1113,4590.5,4667.0
1114,3491.0,1759.0
1115,4747.5,4800.0
1116,3343.5,3849.0
1117,2416.5,3013.0
1118,3097.5,3479.0
1119,721.5,373.0
1120,4978.0,4997.0
1121,4799.0,4578.0
1122,4996.5,4898.0
1123,4174.5,2893.0
1124,3491.0,2206.0
1125,1038.0,811.0
1126,3689.5,3180.0
1127,2253.5,1761.0
1128,3198.5,2804.0
1129,3755.0,4476.0
1130,5349.5,5743.0
1131,4174.5,2505.0
1132,355.0,1332.0
1133,5349.5,5118.0
1134,721.5,343.0
1135,4627.5,4607.0
1136,3567.0,2923.0
1137,5292.0,6445.0
1138,5512.0,5584.0
1139,4485.0,5114.0
1140,1068.0,722.0
1141,5391.5,5241.0
1142,5118.5,4984.0
1143,4831.5,4493.0
1144,679.5,356.0
1145,4254.5,5266.0
1146,4468.0,4388.0
1147,1993.5,3115.0
1148,1148.5,597.0
1149,3689.5,3962.0
1150,4395.5,5463.0
1151,4590.5,4682.0
1152,3834.5,4569.0
1153,1760.5,3318.0
1154,917.5,409.0
1155,1522.0,845.0
1156,2473.5,2868.0
1157,5512.0,5756.0
1158,1068.0,627.0
1159,888.0,357.0
1160,1349.5,1372.0
1161,4073.5,3959.0
1162,5076.5,2929.0
1163,743.5,280.0
1164,2473.5,1432.0
1165,3343.5,3507.0
1166,721.5,388.0
1167,4887.5,6140.0
1168,5955.5,6139.0
1169,-114.0,382.0
1170,4527.5,4592.0
1171,5349.5,5905.0
1172,4747.5,4773.0
1173,3672.5,1885.0
1174,5955.5,6600.0
1175,1893.5,1887.0
1176,743.5,296.0
1177,3097.5,3014.0
1178,4828.0,4703.0
1179,1993.5,2909.0
1180,4615.5,5046.0
1181,848.0,427.0
1182,2473.5,1660.0
1183,4590.5,4383.0
